PublishedAt,Comment
2022-03-27T16:35:52Z,👏
2021-10-11T14:55:54Z,"Looking at this, I am Moving to Korea."
2021-02-24T02:53:51Z,One lesson is that when you get caught putting coronavirus in someones nose then the whole pandemic loses credibility.
2021-02-23T17:37:58Z,"Here are the difference. MOST OF Korean think government need to control the virus. It&#39;s government&#39;s responsibility to control the spread of virus. If they couldn&#39;t handle the virus like  other countries, Korean would protest to impeach the president🙂"
2021-02-01T19:32:01Z,"News Flash:  There is No Pandemic and it can be easily Proven: Simply by  the Death Rates -- Country by Country (for 2020 vs 2019).<br><br>Death Rates all over the world PROVE that there NEVER WAS a &quot;Pandemic&quot; -- even among the nations that had very minimal to No lock-downs and closed almost nothing: i.e. Sweden, Mexico, South Korea, Turkmenistan, Brazil, North and South Dakota, Nebraska, Tennessee, et al.<br><br>Sweden:  Where the Death Rate Declined (for 2020), in spite of minimal Lock-downs and few people wearing masks.  In this case 9.165 for 2019 vs   9.145 for 2020.  All other nations I checked showed a +/- 0.1 percent either way.  Below is a Sample.<br><br>Sweden<br><a href=""https://www.macrotrends.net/countries/SWE/sweden/death-rate"">https://www.macrotrends.net/countries/SWE/sweden/death-rate</a><br>Sweden - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020     9.145           -0.220%<br>2019     9.165           -0.220%<br>2018     9.185           -0.570%<br>2017     9.238           -0.580%<br>2016     9.292           -0.570%<br><br>Mexico: They had No Lock-downs I am aware of and few people wearing <br>masks.<br><a href=""https://www.macrotrends.net/countries/MEX/mexico/death-rate"">https://www.macrotrends.net/countries/MEX/mexico/death-rate</a><br>Mexico - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020     6.103            1.060%<br>2019     6.039            1.090%<br>2018     5.974            1.530%<br>2017     5.884            1.550%<br>2016     5.794            1.560%<br><br>South Korea: Very minimal Lock-downs<br><a href=""https://www.macrotrends.net/countries/KOR/south-korea/death-rate"">https://www.macrotrends.net/countries/KOR/south-korea/death-rate</a><br>South Korea - Historical Death Rate Data<br>Year 	Death Rate 	Growth Rate<br>2021 	6.498 	3.060%<br>2020 	6.305 	3.170%<br>2019 	6.111 	3.260%<br>2018 	5.918 	1.600%<br>2017 	5.825 	1.620%<br>2016 	5.732 	1.630% <br><br>Turkmenistan: where they also had NO Lock-downs and No Masks<br><a href=""https://www.macrotrends.net/countries/TKM/turkmenistan/death-rate"">https://www.macrotrends.net/countries/TKM/turkmenistan/death-rate</a><br>Turkmenistan - Historical Death Rate Data<br>Year 	Death Rate 	Growth Rate<br>2021 	7.079 	0.140%<br>2020 	7.069 	0.130%<br>2019 	7.060 	0.140%<br>2018 	7.050 	-0.350%<br>2017 	7.075 	-0.350%<br>2016 	7.100 	-0.350%<br><br><br>Germany<br><a href=""https://www.macrotrends.net/countries/DEU/germany/death-rate"">https://www.macrotrends.net/countries/DEU/germany/death-rate</a><br>Germany - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020     11.392          1.040%<br>2019     11.275          1.050%<br>2018     11.158          0.410%<br>2017     11.112          0.420%<br>2016     11.066          0.420%<br><br>Japan<br><a href=""https://www.macrotrends.net/countries/JPN/japan/death-rate"">https://www.macrotrends.net/countries/JPN/japan/death-rate</a><br>Japan - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020    10.865            2.060%<br>2019    10.646            2.100%<br>2018    10.427            1.160%<br>2017    10.307            1.180%<br>2016    10.187            1.180%<br><br>United Kingdom<br><a href=""https://www.macrotrends.net/countries/GBR/united-kingdom/death-rate"">https://www.macrotrends.net/countries/GBR/united-kingdom/death-rate</a><br>United Kingdom - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020     9.413             0.160%<br>2019     9.398             0.170%<br>2018     9.382             0.730%<br>2017     9.314             0.720%<br>2016     9.247             0.740%<br><br>Italy<br><a href=""https://www.macrotrends.net/countries/ITA/italy/death-rate"">https://www.macrotrends.net/countries/ITA/italy/death-rate</a><br>Italy - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020    10.658           0.870%<br>2019    10.566           0.880%<br>2018    10.474           0.680%<br>2017    10.403           0.680%<br>2016    10.333           0.690%<br><br>Australia<br><a href=""https://www.macrotrends.net/countries/AUS/australia/death-rate"">https://www.macrotrends.net/countries/AUS/australia/death-rate</a><br>Australia - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020     6.647            0.380%<br>2019     6.622            0.360%<br>2018     6.598            0.180%<br>2017     6.586            0.200%<br>2016     6.573            0.180%<br><br>France<br><a href=""https://www.macrotrends.net/countries/FRA/france/death-rate"">https://www.macrotrends.net/countries/FRA/france/death-rate</a><br>France - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020    9.365             0.520%<br>2019    9.317             0.520%<br>2018    9.269             1.170%<br>2017    9.162             1.180%<br>2016    9.055             1.180%<br><br>United States<br><a href=""https://www.macrotrends.net/countries/USA/united-states/death-rate"">https://www.macrotrends.net/countries/USA/united-states/death-rate</a><br>United States - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020    8.880            1.120%<br>2019    8.782            1.120%<br>2018    8.685            1.220%<br>2017    8.580            1.240%<br>2016    8.475            1.270%<br><br>Brazil: Very Minimal (if any lock-downs)<br><a href=""https://www.macrotrends.net/countries/BRA/brazil/death-rate"">https://www.macrotrends.net/countries/BRA/brazil/death-rate</a><br>Brazil - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020    6.588            1.310%<br>2019    6.503            1.340%<br>2018    6.417            0.900%<br>2017    6.360            0.900%<br>2016    6.303            0.910%<br><br>Canada<br>Canada - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020     7.803             0.580%<br>2019     7.758             0.600%<br>2018     7.712             1.070%<br>2017     7.630             1.090%<br>2016     7.548             1.110%<br><br>South Africa<br><a href=""https://www.macrotrends.net/countries/ZAF/south-africa/death-rate"">https://www.macrotrends.net/countries/ZAF/south-africa/death-rate</a><br>South Africa - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020    9.468             -0.270%<br>2019    9.494             -0.270%<br>2018    9.520             -1.930%<br>2017    9.707             -1.890%<br>2016    9.894             -1.850%<br><br>Russia<br>Russia - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020    12.852          0.520%<br>2019    12.785          0.520%<br>2018    12.719         -1.040%<br>2017    12.853         -1.030%<br>2016    12.987         -1.020%<br><br>Argentina<br>Argentina - Historical Death Rate Data<br>Year   Death Rate   Growth Rate<br>2020    7.612           0.000%<br>2019    7.612           0.000%<br>2018    7.612          -0.170%<br>2017    7.625          -0.160%<br>2016    7.637          -0.170%<br><br>Cuba<br><a href=""https://www.macrotrends.net/countries/CUB/cuba/death-rate"">https://www.macrotrends.net/countries/CUB/cuba/death-rate</a><br>Cuba - Historical Death Rate Data<br>Year      Death Rate    Growth Rate<br>2020        9.215           1.670%<br>2019        9.064           1.690%<br>2018        8.913           1.840%<br>2017        8.752           1.890%<br>2016        8.590           1.910%<br><br>China<br><a href=""https://www.macrotrends.net/countries/CHN/china/death-rate"">https://www.macrotrends.net/countries/CHN/china/death-rate</a><br>China - Historical Death Rate Data<br>Year      Death Rate      Growth Rate<br>2020        7.402              1.940%<br>2019        7.261              1.970%<br>2018        7.121              0.340%<br>2017        7.097              0.330%<br>2016        7.074              0.340%<br><br>Greece<br><a href=""https://www.macrotrends.net/countries/GRC/greece/death-rate"">https://www.macrotrends.net/countries/GRC/greece/death-rate</a><br>Greece - Historical Death Rate Data<br>Year       Death Rate     Growth Rate<br>2020        11.035             1.020%<br>2019        10.924             1.040%<br>2018        10.812             1.230%<br>2017        10.681             1.250%<br>2016        10.549             1.260%<br><br>Portugal<br><a href=""https://www.macrotrends.net/countries/PRT/portugal/death-rate"">https://www.macrotrends.net/countries/PRT/portugal/death-rate</a><br>Portugal - Historical Death Rate Data<br>Year     Death Rate     Growth Rate<br>2020       10.813            1.040%<br>2019       10.702            1.050%<br>2018       10.591            0.800%<br>2017       10.507            0.820%<br>2016       10.422            0.810%<br><br>Poland<br><a href=""https://www.macrotrends.net/countries/POL/poland/death-rate"">https://www.macrotrends.net/countries/POL/poland/death-rate</a><br>Poland - Historical Death Rate Data<br>Year     Death Rate     Growth Rate<br>2020       10.314           1.110%<br>2019       10.201           1.110%<br>2018       10.089           0.530%<br>2017       10.036           0.530%<br>2016        9.983            0.530%<br><br>Finland<br><a href=""https://www.macrotrends.net/countries/FIN/finland/death-rate"">https://www.macrotrends.net/countries/FIN/finland/death-rate</a><br>Finland - Historical Death Rate Data<br>Year     Death Rate     Growth Rate<br>2020       9.862              0.680%<br>2019       9.795              0.690%<br>2018       9.728              0.370%<br>2017       9.692              0.370%<br>2016       9.656              0.380%<br><br>Bolivia<br><a href=""https://www.macrotrends.net/countries/BOL/bolivia/death-rate"">https://www.macrotrends.net/countries/BOL/bolivia/death-rate</a><br>Bolivia - Historical Death Rate Data<br>Year     Death Rate     Growth Rate<br>2020       6.793             0.060%<br>2019       6.789             0.060%<br>2018       6.785            -0.960%<br>2017       6.851            -0.970%<br>2016       6.918            -0.950%<br><br>Peru<br><a href=""https://www.macrotrends.net/countries/PER/peru/death-rate"">https://www.macrotrends.net/countries/PER/peru/death-rate</a><br>Peru - Historical Death Rate Data<br>Year     Death Rate     Growth Rate<br>2020       5.627              1.590%<br>2019       5.539              1.600%<br>2018       5.452              0.520%<br>2017       5.424              0.520%<br>2016       5.396              0.520%<br><br>Romania<br><a href=""https://www.macrotrends.net/countries/ROU/romania/death-rate"">https://www.macrotrends.net/countries/ROU/romania/death-rate</a><br>Romania - Historical Death Rate Data<br>Year     Death Rate      Growth Rate<br>2020       13.173             0.560%<br>2019       13.099             0.560%<br>2018       13.026             1.000%<br>2017       12.897             1.010%<br>2016       12.768             1.020%<br><br>Thailand<br><a href=""https://www.macrotrends.net/countries/THA/thailand/death-rate"">https://www.macrotrends.net/countries/THA/thailand/death-rate</a><br>Thailand - Historical Death Rate Data<br>Year     Death Rate       Growth Rate<br>2020       7.884               1.780%<br>2019       7.746               1.810%<br>2018       7.608               0.920%<br>2017       7.539               0.940%<br>2016       7.469               0.930%<br><br>Venezuela<br><a href=""https://www.macrotrends.net/countries/VEN/venezuela/death-rate"">https://www.macrotrends.net/countries/VEN/venezuela/death-rate</a><br>Venezuela - Historical Death Rate Data<br>Year     Death Rate     Growth Rate<br>2020       7.105              1.080%<br>2019       7.029              1.090%<br>2018       6.953              3.270%<br>2017       6.733              3.390%<br>2016       6.512              3.500%<br><br>We also checked about 50 More Countries (scattered all over the world) and found the same thing : +/- 0.1 percent (up or down) -- meaning that we have been lied to about the whole thing."
2021-01-30T06:13:33Z,The real reason why people don&#39;t care about the pandemic is because of their attention span and short-term needs.
2021-01-07T12:27:45Z,You should wear a mask all the time... in here Korea we cant go outside without mask
2021-01-06T03:27:43Z,"<a href=""http://www.youtube.com/results?search_query=%23donttrustchina"">#DontTrustCHINA</a><br><a href=""http://www.youtube.com/results?search_query=%23winniehappyorganization"">#WinnieHappyOrganization</a><br><a href=""http://www.youtube.com/results?search_query=%23covid19"">#COVID19</a>"
2021-01-03T01:07:13Z,"Everyone~ Take care of the ongoing covid19 and cold wave, and be full of happiness.  Have a warmer New Year with your family than ever.  I always wish you good health and good health in the new year.<br> * For some ancestors, spring does not grow old even in cold winter  Everyone moves according to the season.  Since it is said that the sky does not get on time and does not change, I have no doubts that I will overcome difficult and difficult times with dreams and hopes."
2020-12-12T13:12:42Z,South Korea doesn&#39;t have &quot;Karens&quot; and a clown for a President.
