PublishedAt,Comment
2023-06-08T19:12:54Z,Is that Tink Hall? I think it’s called.?
2023-06-08T19:12:24Z,I love those stores!! I got all my best Chinese cooking ingredients there for all my stirfries. I love those stores.!!
2023-06-08T18:57:12Z,"Oh boy ,,I’m watching now!!"
2023-01-02T05:46:07Z,MARCH 16th 2020<br>The day we all went into &#39;&#39;lockdown&#39;&#39;<br>And the first volunteer got the shot<br>You cannot make this stuff up
2022-08-10T18:29:26Z,Is she still alive?
2022-02-07T11:46:25Z,This lady is a hero...thank you  Jennifer..
2021-10-07T14:13:02Z,"This world is going to get crazy fast: He causes all, both small and great, both rich and poor, both free and slave, to receive a mark on their right hand or on their forehead, so that no one may buy or sell, except he who has the mark or the name of the beast or the number of his name. Revelation 13:17<br>Don&#39;t reject the love of Jesus. Don&#39;t reject the very God who created you. The God who watched you grow up and loves you very much.      ----And to those who already belong to Christ, Remember not to conform with this world. Jesus tells us this world is ruled by Satan; So, why would you submit to the world&#39;s trends and principalities? Have faith in God and not earthly things made by human fingers. If you put your faith in earthly things, let earthly things save you. If you put your faith in evil men, let evil men save you. God is going to pull the plug very soon, and Jesus is returning as He promised. And every eye will see Him."
2021-03-15T12:24:43Z,Defeat
2021-03-12T01:27:40Z,$$$
2021-03-11T19:35:56Z,DONT GET VACCINATED<br>DO YOUR OWN RESEARCH
2021-03-11T19:35:33Z,DONT GET VACCINATED
2021-02-26T03:30:06Z,HOW MANY HAVE DIED FROM THE COVID VACCINE????????? <br>LETS HEAR FROM THOSE FAMILIES
2021-02-25T02:45:45Z,Organic Portal fallen angel people are trying to murder the soulled man of the Earth through voluntary suicide i.e. willfully selling your soul because these entities know they&#39;re damned but how many of God&#39;s children can they take with them aswell as the rest of Man.
2021-02-16T00:50:06Z,Did they test this on animals first? To see if it’s remotely safe?
2021-02-16T18:03:21Z,Yeah 💖 they tested it on this girl since humans are also animals
2021-02-16T18:24:34Z,The government’s/company’s guinea pigs. 😑
2021-02-15T19:37:30Z,"It’s already going down... we’re getting forced to take the Covid-19 vaccines every year by the looks of it... this whole scenario is the elites the 0.001%s wet dream... most the elites believe in eugenics and depopulation... they want the population down to 500 million as it says on the Georgia guildstone’s... Bill Gates dad worked for planned parenthood which is where you go in USA for an abortion because that’s what all the planned parenthood’s are for depopulation, not female rights as people are led to think... Bill Gates dad taught Bill all about eugenics and depopulation and now Gates is pushing vaccines in Africa and the rest of the world... Bill wants everyone vaxxed and sterile. Another thing is the AstraZeneca vaccine was made using aborted fetal cell lines... dead babies cells... this AstraZeneca vaccine is medical cannibalism. We need to fight back against the vaccines being mandatory... riot even.! I do not consent to having these untested mRNA vaccines that have never been used before... and if they’re safe then why can’t we sue the pharmaceutical corporations for vaccine injury or worst. It doesn’t make sense... we’re the lab rats been tested on."
2021-01-20T02:08:41Z,Your Dumb ASF! 🖕😂
2021-01-17T07:49:37Z,And now the deaths and neurological issues start
2021-01-11T10:56:48Z,This woman does not seem happy
2021-01-10T12:13:28Z,this is so fake haahahah only a fool can believe this scam
2021-01-09T22:00:31Z,Question have anyone notice some of the syringes are tagged with kind a label? While others not. Elderly people being vaccinated syringes are not tagged. Chet it out
2021-01-04T02:45:21Z,"<a href=""https://www.youtube.com/watch?v=F8aueQXQ2H4&amp;t=1m42s"">1:42</a> she almost said so thankful for the covid I have. Lol"
2021-01-03T01:49:58Z,"When I saw this video ,I thought ohhh what&#39;s this lady is doing here!!!  I saw her in other videos. Because this lady is just an actress. A lady showed me many videos of her doing other actings similar to this."
2021-01-02T04:12:25Z,"if yall really wanna know the truth behind this vaccine you may refer to the movie &quot;dawn of the dead&quot; you will see in the future very soon what this vaccine is doing to the human body and the truth behind it that they dont want you to know, vaccine is designed to override your immune system while injecting also will change you DNA cells"
2020-12-31T03:36:54Z,It’s the script for me
2020-12-31T03:36:48Z,It’s the coaching for me
2020-12-29T16:04:20Z,People with Hourly jobs will be impacted very soon!! Yeah it doesn’t effect the rich wondering if there is a different strain for the poor who will be effected differently!!
2020-12-28T23:38:23Z,"here a comment from 2021, this was a good lie"
2021-01-06T01:23:47Z,It so sad but true lol
2020-12-27T23:13:38Z,Not<br>First
