PublishedAt,Comment
2023-04-10T07:38:56Z,what threatens childrens mental health is the psychopathically evil &quot;adults&quot; who played along with the Live-Action Role-Playing Pandemic That Was Totally Real
2023-04-08T06:16:06Z,"I don’t know why the children are upset over not hanging out with there friends, they should be thankful because one day their friends will make them do illegal things later in there life."
2022-10-10T20:06:14Z,With or without the pandemic I still don’t have any friends I started virtual learning half way through 7th grade
2021-12-14T22:16:01Z,Because the media and left have taken GOD and religion out of society! Kids have no respect or faith!  Stop the media!
2021-08-18T02:03:46Z,Trapped.
2021-06-18T06:09:57Z,"Crazy how this is being done on purpose, to the world."
2021-06-14T04:07:27Z,"The fact that none of these videos have more than 25K views shows we still think of mental health as taboo, even when it comes to our own children. Therein lies the problem"
2021-05-29T02:06:41Z,"🤝🤝🤝 People all around the world not only face with covid-19 , but also face with its consequences such as : stressors , trauma, PTSD, melancholic depression, suicidal thoughts , hopelessness, jobless , mental health crisis risks , etc. <br>WHO &amp; WPA &amp; WB should play its important role to resolve these issues as soon as possible. <br>Pray for our humanities ! <br>Huge loves from Cambodian people"
2021-05-16T03:56:40Z,This is worse than what anyone thought.
2021-05-16T03:53:20Z,The thing is with my scenario is that she wants to make friends and she is not getting that opportunity. This is totally fucked. They are not going to be passed on to the next grade fairly. My daughter cries because she feels alone with no one to talk to. It&#39;s just me and her.
2021-03-26T10:30:48Z,"When I was a kid, the best thing that could happen to me was to be home playing all day alone with no one bothering me. Who likes school?"
2021-03-25T19:27:56Z,The video is very interesting. I read about it in the book &#39;&#39; Mental health issues in the pandemic&#39;&#39; by Arthur Hill and Oswald Howard at Amazon
2021-03-25T09:28:07Z,this bullshit pisses me off its not real its all government controlled for a bigger agenda
2021-02-12T14:11:38Z,Seeing that some of you can&#39;t even handle a year of social isolation tells me most of you were popular/had friends in highschool and it shows. :P
2021-01-31T21:10:42Z,"<a href=""https://youtube.com/channel/UCfAN2a698xXn6tPQ4Kp8e3w"">https://youtube.com/channel/UCfAN2a698xXn6tPQ4Kp8e3w</a><br>Kids and the Word Channel"
2021-01-14T14:08:45Z,My son misses his friends hes only 4 with hemolytic anemia so he has to be extra careful his school never sent assignments so we pulled him out but we are working with him but we&#39;ve had so many deaths and change this year and this is the hardest thing me my fiancee ever had to deal with and explaining how to deal with everything hard.
2021-02-23T09:57:03Z,So sorry for you losses. I lost my job and started having panic attacks.  I&#39;m homeschooling my 5 and 7 yr old while working over nights. This year has sucked. My kids are depressed and miss their friends.
2021-01-06T15:10:49Z,Alright kids put on ur mask its time for school!!!
2021-01-05T16:46:18Z,"Kids first <br>Kids are always first<br>Anyone worried about the future of our children, they are the future .<br>Protect our children first"
2021-01-01T12:11:16Z,"I loved your content a lot. I&#39;ve been trying to search for a vid like yours that educates the ideas in this video!Your video actually is similar to the vids of Dr Ethan! Dr&#39;s explanations are knowledgable and I learned a lot for my practice. He is a informative med student.<br><br>I recommend you watch his channel out and give the med student a subscribe! ➡️ <a href=""http://www.youtube.com/results?search_query=%23doctorethanwellness"">#DoctorEthanWellness</a>"
2020-12-28T16:46:53Z,Well just deal with it. It’ll get better just take it day by day.
2021-01-12T17:16:28Z,We have been dealing with it for 9 months. It called depression and anxiety. It isnt something you can turn on and off or get over in a day.
2020-12-23T05:11:06Z,I have a 12-year-old son and a senior for my 12-year-old it is bad and just getting worse for him mentally
2021-02-23T09:54:49Z,I have a 7 yr old. Same. She says she cries inside ehen she&#39;s sad. She misses her friends. It breaks my heart
2020-12-21T23:37:41Z,So now there is 4 strains of covid 19 because I remember them say months ago that we had 3 strains now they are saying they found another. <br><br>I&#39;m starting to think how much is this is really real and if they are using scare tactics to get people to get the vaccine. <br><br>I for one will not get the vaccine but instead continue to wear my mask and limit who I&#39;m around and keep a healthy lifestyle.
2020-12-12T18:59:21Z,"Stop complying with the orders. Stop allowing you and your kids to be programmed to allow media spread panic to dictate fear. Covid has a 98-99% recovery rate. Far better than most flu strains. And unlike other flu strains, covid has two body counts. Dying direct of covid and dying of anything else but tested for covid post mortem. The panic is artificial, the hospitals and politicians don’t mind because the larger death count, the more federal funding they receive, and if you’re invested in pharmaceutical and medical lobbies.... well."
2020-12-11T18:26:50Z,"There is a virus taking over the world, and I’m not talking about Covid. I’m talking about the virus of sin. But there is a Vaccine for it! His name is Jesus. Not only that, but He took the piercings for you, to release the healing power which is in His blood. It’s the cure to depression, anxiety, fear, anger, etc.. Salvation and healing are available for all who receive Him. <br><br>Turn to Jesus and put your trust in Him. Believe in the Gospel: Christ died for your sins, was buried, and rose on the third day so that you would be delivered from the fires of hell and have eternal life in Him. Jesus loves you!"
2020-12-01T09:17:40Z,Add hunger to that and you have a situation where now adults are failing them also.
2020-11-04T13:42:26Z,With my experience working in  an emergency department for 10 years most of the time the issue is the parents. This has been an ongoing crisis. Entitlement is another big problem. Children are spoiled and anytime the parents take the cellphone or computer away the kid automatically goes to &quot;im going to kill myself&quot; then they come straight to the emergency department. Its a revolving door i see some kids everyother month. Some think its a game. The ones that truly need help break my heart. Majority treat it as a joke or bragging rights. Its disturbing
2021-01-12T17:18:25Z,Thats aweful!!!!
2021-07-04T13:50:06Z,I am glad you didn&#39;t lump them all together
