PublishedAt,Comment
2020-09-21T23:47:03Z,"I want to use this medium to appreciate DR HOLAHAN for curing me from herpes virus after 4 years. It was shocking to me when i was diagnosed of herpes 4 years ago because i didn&#39;t know how i contacted it and i became depressed when my doctor said there was no cure to it and every attempt i made to get cured failed until a friend told me about DR HOLAHAN and i contacted him through his WhatsApp number and he sent me his formula and also guide me through on how to take it and now i&#39;m herpes free. You can contact him through his WhatsApp +2348108864463 or Email: holahanherbalformula@<a href=""http://gmail.com/"">gmail.com</a>"
2020-08-03T02:24:08Z,Covid with cancer im panicking i have signs of having cancer
2020-05-29T14:50:29Z,"Where is common sense in this world?  Put on a mask and glasses,  do you see the fog?  The virus is in the air you breathe out.  Congratulations you just infected everyone around you.  The virus is 0.07 micrometers.  Even the N95 mask can only stop 95% of particles as small as 0.3 micrometers.  That tells you the virus will go in and out unabated.  The other problem is you can get infected through the eye’s.  Healthcare workers us hazmat suits or equivalent around the infected.  If you think your cloth mask is protecting others from you I’m afraid your mistaken.  Masks are a useless placebo.  If your sick don’t go out,  it’s as simple as that."
2020-05-29T02:52:27Z,and add the wall street greed to the healthcare costs to all this. <br>seems very soon this will be a zombie land.
2020-05-28T18:18:12Z,Stop calling this bs the new normal cause these antibodies rest are wrong more than half the time. Our old normal is more realistic.
2020-05-28T15:02:19Z,Go get a pound of marijuana make Rick Simpson oil and cure yourself the only drug doctors are allowed to take a direct cut of the profits from is chemotherapy if that&#39;s not obviously corrupt then I don&#39;t know what is
2020-05-28T12:06:29Z,Just when I thought I was having a bad day I came across this &amp; humbled myself real quick smh🙏
2020-05-28T13:16:41Z,N95 mask are still in stock with spe℮dily shipping.all details on my vide𝐎 <br><br>😊<br>😎<br><br>Je aime toujours partager ce que je sais
2020-05-28T10:40:08Z,QUARANTINE is when you limit the movement of sick people.<br>TYRANNY is when you limit the movement of healthy people.<br>WRWY 5:5. Anonymous
2020-05-28T17:36:05Z,"Your karma will find you, if you are telling this to people facing cancer."
2020-05-29T00:13:34Z,@@elceelcevet6998 No your wrong. It will though indeed find you 7 times what you have given others. Hide in your dark deception the angel of death is at hand. As the pale horse now approaches.
2020-05-29T08:15:49Z,"@@TargetedIndividualsBeStrong I am survivor , the fighter of cancer, I live in safe country with no deaths from covid 19 for  two weeks  .I don&#39;t believe Apocalypse is coming now."
2020-05-28T08:28:54Z,6 months from now we will see the reaction to covid will have killed more people than covid
2020-05-28T18:41:03Z,With fast shipping g℮tadealf𝐎r .com (g𝐎ogl℮ it) is back st𝐎ck f𝐎r n95 mask.all details 𝐎n my pr𝐎file<br><br>☺<br>😐<br><br>Mé i gcónaí cosúil leis a roinnt méid atá ar eolas agam
2020-05-28T06:05:48Z,<b>I pray for every family for the best of luck. I pray for the deaths during this pandemic. I wish everybody that we can survive this pandemic.</b> 🤗
2020-05-28T09:57:35Z,I go𝐎gl℮ out g℮tad℮alfor .c𝐎m and bought n95 mask with fast shipping. I feel more s℮cured n𝐎w.full info on my profil℮<br><br>▶<br>☺<br><br>unako umbonge kum yokugqibela emva kokuba usebenzise le
2020-05-28T09:59:09Z,w0t
2020-05-28T05:57:10Z,Indian reportar danger for america like a covid19
2020-05-28T05:13:38Z,"2 weeks ago. My father died Alone, Afraid, with NO visitors while he suffered through pancreatic cancer.  They forced me to have a 1 hour funeral. I&#39;m outraged at the idiots who say COVID is some &quot;Hoax&quot;. I think the hospitals were too strict, and OH, his gold necklace was stolen by a staff member, while he was alone with no family advocates !"
2020-05-28T10:35:56Z,Covid isn’t a hoax but it’s Not That bad.yeah it’s gonna kill old people and people with other medical conditions because they would die anyway if they had the flu.we should not Be shutting down the country for this.
2020-05-28T13:59:06Z,elce elcevet Old people would’ve died anyways from a flu. So yeah.
2020-05-28T14:37:16Z,"@@draggeddowngames1689 your diploma is not very good, give it  back to medicine faculty. I am only doggy doc (vet),but I know that this is very idiotic diagnosis."
2020-05-28T15:22:30Z,elce elcevet So if a 90 year old women gets the flu she’s gonna he fine?
