PublishedAt,Comment
2023-07-19T20:38:49Z,Jesus Christ himself told a visionarie eat moringa leaf&#39;s against the viruses it builds up the immune system against the viruses
2020-08-13T09:49:16Z,In our small State no corona no mask . amen
2020-06-11T21:50:45Z,You realize how bad the situation got?
2020-06-05T20:00:39Z,"<a href=""https://youtu.be/GRc9x3mk6ho"">https://youtu.be/GRc9x3mk6ho</a><br>Subscribe<br>Like<br>Shear <br>Comment  plz plz plz"
2020-05-29T20:35:25Z,"<a href=""https://youtu.be/Br9EDrZH7Ok"">https://youtu.be/Br9EDrZH7Ok</a>"
2020-04-11T01:09:51Z,I like how the mother was ok walking down the street but no mask her daughter lol pretty fucked I&#39;m seeing that here in the U.S. parents going to the store like this woman had a mask but her son who look like he was 7 or 8 years old no mask and she was ok with it shows how much you care about your own child
2020-04-02T22:53:06Z,Haleluya got
2020-03-31T02:53:44Z,Why they&#39;re aren&#39;t  wearing  a mask in the streets🤔😱 😡😡???? Even reports??? There are no more  supply.
2020-03-28T04:39:54Z,"As if we are rehearsing the apocalypse! Everybody left their job, their power, their education and they fell into trouble. It reminds us of the horrible day that parents will escape from the parents, parents and siblings from each other in the mahşer square, right? What an invisibly small microbe has feared mankind walking on earth! How helpless we are. If we can look at the events as a lesson, it will be mercy. Our Lord sends us a divine warning in blessed 3 months! Did we understand? Every soul will taste the death! If our fear was not death, but to die with faith, how would it contribute to us? Whenever we take measures to protect against sins, as well as to clean up to protect from the virus, if we fear our Lord as much as we fear the virus and death, If we comply with the bans imposed by our Lord as well as the bans imposed by our state. If we can escape from sins as much as we escape from the virus THEN WE ARE FROM THE REALLY TO THE LIBERATION. While washing our hands, let&#39;s take ablution, and get rid of our sins, our spiritual viruses. Because those who escape from sins have the greatest good news and rewards. Just think, Our state is announced live today! &quot;The virus has been completely destroyed. The danger has passed. Go out to the streets &quot; How would we feast, right? Let&#39;s think about this. Our Lord is saying. &quot;O my servant, he prevailed over the sins of the rewards. I forgive you. Come on. You can enter as you wish through the 8 heaven gates. I made you a neighbor to my Prophets, now you are from heaven &quot; Who knows what joy did we experience? Think about it, our dear Prophet Hz. Muhammed Mustafa s.a.v is there, all the Prophets (as), sahabe-i kiram, awliya, all our loved ones are there💕"
2020-03-26T02:29:00Z,Please take care of my Italians
2020-03-24T08:06:38Z,Hey Italian stallians how dem oranges now..😐.Sheeeeeeet🤠VOTE TRUMP 2020
2020-03-24T00:05:11Z,Take care always
